City_District,Year,Season,Crop_Type,Failure_Rate_Percentage,Affected_Area_Hectares,Primary_Cause,Economic_Loss_Crores
Malegaon,2023,Rabi,Bajra,59.98,1199.7,Drought,71.96
Gondia,2021,Rabi,Tur (Pigeon Pea),53.26,3638.79,Pest Attack,193.8
Satara,2023,Zaid,Bajra,21.0,4953.32,Soil Degradation,104.02
Chandrapur,2022,Zaid,Sugarcane,34.45,2925.7,Flood,100.79
Osmanabad,2024,Rabi,Wheat,10.4,2152.38,Flood,22.38
Nashik,2021,Zaid,Bajra,27.51,2415.96,Flood,66.46
Malegaon,2024,Rabi,Wheat,39.57,4519.01,Drought,178.82
Bhandara,2024,Kharif,Jowar,42.29,2344.39,Heatwave,99.14
Panvel,2021,Zaid,Cotton,31.67,1831.86,Heatwave,58.02
Hingoli,2022,Kharif,Maize,16.04,4473.59,Heatwave,71.76
Akola,2022,Kharif,Cotton,73.77,1792.22,Flood,132.21
Nanded,2024,Rabi,Soybean,88.78,4748.71,Unseasonal Rain,421.59
Jalna,2021,Kharif,Sugarcane,16.95,2864.82,Flood,48.56
Pune,2021,Kharif,Maize,80.82,4733.99,Heatwave,382.6
Gondia,2021,Rabi,Soybean,50.11,4141.96,Soil Degradation,207.55
Palghar,2024,Kharif,Bajra,28.58,2166.85,Soil Degradation,61.93
Navi Mumbai,2024,Zaid,Rice,47.66,2159.26,Flood,102.91
Sangli,2024,Kharif,Sugarcane,92.2,617.61,Disease,56.94
Bhiwandi,2023,Rabi,Cotton,27.84,1773.58,Unseasonal Rain,49.38
Ambarnath,2021,Rabi,Onion,20.41,2264.2,Unseasonal Rain,46.21
Parbhani,2022,Kharif,Rice,5.35,3084.97,Pest Attack,16.5
Ahmednagar,2023,Zaid,Wheat,74.11,1050.02,Soil Degradation,77.82
Satara,2022,Rabi,Jowar,10.18,4872.31,Drought,49.6
Panvel,2023,Kharif,Onion,78.58,1446.0,Drought,113.63
Ahmednagar,2024,Zaid,Tur (Pigeon Pea),82.59,199.62,Drought,16.49
Kalyan-Dombivli,2023,Zaid,Sugarcane,41.19,3688.24,Disease,151.92
Bhandara,2024,Zaid,Maize,30.28,3558.56,Flood,107.75
Solapur,2023,Zaid,Bajra,20.14,3617.43,Drought,72.86
Parbhani,2023,Zaid,Wheat,34.0,3241.81,Pest Attack,110.22
Nandurbar,2023,Rabi,Onion,61.05,3102.68,Drought,189.42
Mumbai,2023,Rabi,Cotton,58.24,2128.67,Drought,123.97
Hingoli,2023,Zaid,Wheat,45.03,768.85,Soil Degradation,34.62
Nagpur,2024,Zaid,Bajra,55.87,2478.97,Heatwave,138.5
Ulhasnagar,2022,Kharif,Maize,88.21,409.3,Pest Attack,36.1
Solapur,2023,Zaid,Onion,51.41,4632.21,Flood,238.14
Mira-Bhayandar,2023,Rabi,Rice,44.3,1163.12,Pest Attack,51.53
Satara,2021,Zaid,Bajra,48.4,3240.91,Disease,156.86
Amravati,2024,Rabi,Jowar,85.66,401.53,Disease,34.4
Chandrapur,2023,Rabi,Maize,5.01,1529.93,Heatwave,7.66
Beed,2024,Rabi,Jowar,90.59,1051.1,Drought,95.22
Jalgaon,2021,Kharif,Soybean,6.14,4303.37,Disease,26.42
Ambarnath,2022,Kharif,Jowar,8.84,3354.57,Flood,29.65
Nanded,2024,Rabi,Wheat,31.91,316.05,Pest Attack,10.09
Amravati,2021,Kharif,Jowar,21.28,4700.38,Pest Attack,100.02
Beed,2022,Rabi,Rice,50.0,3305.0,Disease,165.25
Ratnagiri,2022,Rabi,Rice,28.59,796.01,Soil Degradation,22.76
Ichalkaranji,2021,Kharif,Soybean,88.35,3272.72,Unseasonal Rain,289.14
Latur,2024,Rabi,Cotton,46.73,263.87,Drought,12.33
Thane,2024,Kharif,Onion,15.86,2741.87,Flood,43.49
Pune,2022,Rabi,Jowar,43.5,2503.45,Drought,108.9
Beed,2024,Zaid,Sugarcane,71.39,395.65,Flood,28.25
Hingoli,2023,Kharif,Bajra,17.84,3357.54,Drought,59.9
Bhusawal,2023,Zaid,Bajra,56.17,237.37,Heatwave,13.33
Nanded,2021,Zaid,Rice,76.87,3497.25,Disease,268.83
Ratnagiri,2022,Rabi,Wheat,48.25,1676.09,Disease,80.87
Gondia,2021,Kharif,Wheat,71.64,789.35,Heatwave,56.55
Akola,2024,Zaid,Bajra,16.85,4346.99,Drought,73.25
Satara,2024,Rabi,Sugarcane,46.85,4894.32,Disease,229.3
Solapur,2022,Kharif,Cotton,11.87,2616.44,Pest Attack,31.06
Gondia,2024,Kharif,Jowar,82.82,1449.81,Soil Degradation,120.07
Kalyan-Dombivli,2021,Kharif,Sugarcane,12.84,2305.1,Flood,29.6
Nagpur,2023,Kharif,Sugarcane,70.52,3267.56,Pest Attack,230.43
Ichalkaranji,2024,Zaid,Bajra,13.3,1082.53,Flood,14.4
Ambarnath,2024,Rabi,Onion,44.6,1615.73,Soil Degradation,72.06
Ichalkaranji,2022,Zaid,Onion,35.75,2140.35,Pest Attack,76.52
Gondia,2024,Kharif,Soybean,77.37,403.42,Drought,31.21
Kolhapur,2021,Zaid,Sugarcane,55.71,3506.29,Unseasonal Rain,195.34
Vasai-Virar,2024,Kharif,Jowar,72.82,4447.87,Unseasonal Rain,323.89
Ambarnath,2021,Zaid,Onion,7.22,2592.81,Heatwave,18.72
Chandrapur,2023,Rabi,Onion,28.95,1736.4,Soil Degradation,50.27
Pune,2024,Rabi,Bajra,36.89,2404.11,Soil Degradation,88.69
Yavatmal,2023,Kharif,Tur (Pigeon Pea),51.68,1624.57,Drought,83.96
Bhusawal,2022,Zaid,Tur (Pigeon Pea),52.5,4866.13,Pest Attack,255.47
Palghar,2021,Kharif,Maize,92.55,1135.15,Disease,105.06
Akola,2024,Rabi,Bajra,86.91,4077.01,Heatwave,354.33
Bhusawal,2021,Zaid,Cotton,11.83,195.16,Drought,2.31
Beed,2021,Rabi,Soybean,46.04,3890.01,Unseasonal Rain,179.1
Osmanabad,2022,Zaid,Cotton,92.68,3302.7,Heatwave,306.09
Ratnagiri,2021,Zaid,Rice,78.31,1689.96,Unseasonal Rain,132.34
Dhule,2023,Kharif,Tur (Pigeon Pea),46.02,1105.47,Unseasonal Rain,50.87
Sindhudurg,2023,Rabi,Wheat,58.15,2397.91,Soil Degradation,139.44
Vasai-Virar,2021,Zaid,Maize,39.78,2861.2,Heatwave,113.82
Jalgaon,2023,Kharif,Cotton,5.61,964.11,Soil Degradation,5.41
Satara,2022,Rabi,Onion,21.54,1939.18,Heatwave,41.77
Jalna,2024,Rabi,Rice,68.34,1921.64,Drought,131.32
Ambarnath,2024,Rabi,Tur (Pigeon Pea),22.84,3924.53,Disease,89.64
Bhiwandi,2022,Rabi,Jowar,50.46,4007.74,Disease,202.23
Ulhasnagar,2024,Zaid,Cotton,66.18,4988.82,Drought,330.16
Panvel,2023,Zaid,Bajra,91.33,2920.2,Drought,266.7
Pune,2024,Kharif,Sugarcane,84.79,4055.12,Unseasonal Rain,343.83
Bhandara,2021,Rabi,Cotton,63.87,1837.56,Heatwave,117.36
Chandrapur,2024,Rabi,Soybean,69.36,3060.19,Flood,212.25
Navi Mumbai,2021,Rabi,Cotton,30.34,116.07,Soil Degradation,3.52
Akola,2021,Kharif,Jowar,42.87,4024.46,Drought,172.53
Solapur,2022,Rabi,Onion,44.3,4145.45,Pest Attack,183.64
Panvel,2023,Zaid,Jowar,43.19,1943.15,Disease,83.92
Parbhani,2021,Rabi,Soybean,81.06,4336.57,Flood,351.52
Osmanabad,2024,Rabi,Maize,84.06,1441.63,Flood,121.18
Amravati,2021,Rabi,Maize,68.19,4702.04,Disease,320.63
Chandrapur,2021,Rabi,Bajra,9.62,1382.24,Flood,13.3
Latur,2022,Rabi,Soybean,31.77,3850.92,Unseasonal Rain,122.34
Panvel,2024,Rabi,Wheat,91.4,3690.82,Flood,337.34
Latur,2024,Kharif,Maize,47.06,1986.5,Heatwave,93.48
Aurangabad,2021,Zaid,Maize,79.36,3308.47,Pest Attack,262.56
Beed,2023,Kharif,Rice,43.78,2027.98,Unseasonal Rain,88.78
Nanded,2022,Rabi,Onion,91.99,3120.77,Soil Degradation,287.08
Ratnagiri,2024,Kharif,Tur (Pigeon Pea),37.19,1184.86,Drought,44.06
Satara,2024,Kharif,Wheat,91.24,2703.51,Disease,246.67
Gondia,2022,Kharif,Tur (Pigeon Pea),26.69,2672.19,Soil Degradation,71.32
Beed,2023,Rabi,Tur (Pigeon Pea),63.42,2092.04,Pest Attack,132.68
Panvel,2021,Zaid,Sugarcane,28.97,100.34,Soil Degradation,2.91
Mumbai,2022,Kharif,Onion,43.35,968.32,Drought,41.98
Solapur,2023,Rabi,Onion,83.52,4242.38,Heatwave,354.32
Chandrapur,2022,Zaid,Rice,14.19,726.08,Unseasonal Rain,10.3
Parbhani,2024,Kharif,Tur (Pigeon Pea),64.61,1001.06,Unseasonal Rain,64.68
Palghar,2022,Kharif,Rice,46.34,4695.51,Soil Degradation,217.59
Ulhasnagar,2021,Rabi,Wheat,26.89,569.85,Flood,15.32
Osmanabad,2023,Kharif,Rice,63.96,540.36,Flood,34.56
Ambarnath,2024,Rabi,Maize,93.19,1420.04,Drought,132.33
Akola,2022,Rabi,Cotton,91.34,624.92,Pest Attack,57.08
Bhiwandi,2024,Rabi,Bajra,87.32,443.91,Soil Degradation,38.76
Mumbai,2024,Rabi,Sugarcane,14.49,1829.99,Heatwave,26.52
Ratnagiri,2023,Kharif,Bajra,88.97,2398.97,Pest Attack,213.44
Gondia,2022,Zaid,Sugarcane,65.14,254.45,Drought,16.57
Sangli,2021,Rabi,Wheat,59.87,3223.59,Drought,193.0
Bhandara,2023,Zaid,Wheat,19.69,3205.38,Flood,63.11
Beed,2024,Rabi,Rice,24.06,1389.39,Disease,33.43
Ichalkaranji,2022,Kharif,Maize,36.49,188.94,Flood,6.89
Satara,2021,Zaid,Jowar,19.82,1908.65,Unseasonal Rain,37.83
Nandurbar,2022,Kharif,Jowar,91.94,2176.76,Drought,200.13
Jalna,2021,Zaid,Wheat,17.75,4158.48,Heatwave,73.81
Panvel,2023,Kharif,Onion,74.31,2069.94,Disease,153.82
Ambarnath,2021,Zaid,Onion,23.4,2263.68,Unseasonal Rain,52.97
Nagpur,2021,Zaid,Sugarcane,74.63,542.95,Drought,40.52
Parbhani,2021,Zaid,Soybean,84.97,209.47,Disease,17.8
Parbhani,2024,Zaid,Bajra,77.35,526.09,Flood,40.69
Chandrapur,2024,Rabi,Bajra,45.09,3528.7,Disease,159.11
Nandurbar,2021,Rabi,Jowar,49.66,3732.1,Flood,185.34
Bhusawal,2024,Zaid,Jowar,6.84,3132.2,Unseasonal Rain,21.42
Sangli,2021,Rabi,Onion,17.34,3727.75,Flood,64.64
Panvel,2023,Kharif,Tur (Pigeon Pea),76.0,1512.13,Drought,114.92
Navi Mumbai,2022,Kharif,Soybean,57.52,989.29,Soil Degradation,56.9
Mira-Bhayandar,2021,Kharif,Maize,44.78,3925.74,Flood,175.79
Malegaon,2022,Zaid,Tur (Pigeon Pea),56.17,1556.9,Heatwave,87.45
Washim,2021,Kharif,Jowar,15.11,2867.02,Flood,43.32
Bhusawal,2022,Kharif,Bajra,28.77,4945.36,Drought,142.28
Mumbai,2023,Kharif,Cotton,77.71,4296.4,Flood,333.87
Beed,2021,Rabi,Rice,6.52,3244.67,Flood,21.16
Ichalkaranji,2021,Rabi,Cotton,81.88,4014.54,Flood,328.71
Kolhapur,2021,Kharif,Jowar,17.07,4163.71,Soil Degradation,71.07
Jalna,2021,Zaid,Onion,30.82,1646.54,Disease,50.75
Palghar,2021,Rabi,Rice,78.86,4236.79,Drought,334.11
Washim,2024,Zaid,Rice,87.07,4302.76,Drought,374.64
Jalna,2024,Zaid,Wheat,85.68,4971.17,Soil Degradation,425.93
Bhandara,2024,Zaid,Soybean,70.8,311.79,Disease,22.07
Navi Mumbai,2024,Zaid,Jowar,25.77,2815.25,Drought,72.55
Nagpur,2024,Rabi,Maize,8.83,4654.93,Unseasonal Rain,41.1
Navi Mumbai,2022,Rabi,Onion,31.62,2887.15,Drought,91.29
Dhule,2022,Kharif,Jowar,67.43,3315.91,Unseasonal Rain,223.59
Wardha,2024,Rabi,Bajra,43.92,1426.68,Drought,62.66
Ahmednagar,2023,Rabi,Soybean,22.12,1831.25,Pest Attack,40.51
Bhandara,2023,Zaid,Tur (Pigeon Pea),46.25,2840.27,Heatwave,131.36
Aurangabad,2024,Kharif,Tur (Pigeon Pea),54.93,3953.33,Flood,217.16
Bhandara,2023,Kharif,Soybean,6.38,2625.38,Soil Degradation,16.75
Kalyan-Dombivli,2022,Rabi,Tur (Pigeon Pea),27.35,4708.74,Disease,128.78
Ambarnath,2023,Rabi,Tur (Pigeon Pea),23.04,2054.08,Pest Attack,47.33
Kolhapur,2022,Kharif,Tur (Pigeon Pea),17.06,194.89,Flood,3.32
Akola,2021,Rabi,Sugarcane,35.47,4225.74,Heatwave,149.89
Navi Mumbai,2021,Rabi,Soybean,61.39,4594.37,Heatwave,282.05
Jalna,2022,Kharif,Wheat,24.4,1757.72,Drought,42.89
Ratnagiri,2023,Rabi,Onion,73.2,1447.57,Soil Degradation,105.96
Ichalkaranji,2021,Zaid,Rice,28.15,1901.13,Soil Degradation,53.52
Sindhudurg,2021,Rabi,Maize,36.67,297.91,Pest Attack,10.92
Ratnagiri,2024,Rabi,Sugarcane,69.34,1636.54,Flood,113.48
Hingoli,2024,Zaid,Maize,75.56,139.99,Drought,10.58
Aurangabad,2022,Kharif,Jowar,75.1,2082.31,Drought,156.38
Nanded,2023,Zaid,Maize,73.96,3799.98,Pest Attack,281.05
Parbhani,2021,Rabi,Rice,62.69,2113.7,Flood,132.51
Kalyan-Dombivli,2021,Zaid,Soybean,42.65,1076.12,Flood,45.9
Latur,2022,Zaid,Wheat,23.34,852.74,Heatwave,19.9
Latur,2022,Rabi,Sugarcane,23.39,1195.69,Pest Attack,27.97
Ratnagiri,2023,Zaid,Jowar,94.77,1122.31,Drought,106.36
Ahmednagar,2021,Zaid,Soybean,54.35,2281.35,Drought,123.99
Ratnagiri,2023,Kharif,Wheat,14.33,2449.93,Drought,35.11
Jalgaon,2024,Rabi,Sugarcane,32.33,1423.44,Flood,46.02
Wardha,2024,Kharif,Cotton,36.98,3800.12,Drought,140.53
Hingoli,2022,Rabi,Maize,91.53,3512.96,Pest Attack,321.54
Sangli,2024,Zaid,Rice,32.27,3995.97,Pest Attack,128.95
Ratnagiri,2024,Zaid,Sugarcane,89.2,2687.81,Flood,239.75
Kolhapur,2021,Kharif,Bajra,31.71,1925.56,Disease,61.06
Nandurbar,2022,Zaid,Sugarcane,20.04,3685.45,Flood,73.86
Ratnagiri,2022,Rabi,Bajra,18.02,4863.35,Disease,87.64
Malegaon,2021,Zaid,Bajra,7.64,1862.11,Unseasonal Rain,14.23
Solapur,2022,Rabi,Cotton,85.05,2027.44,Unseasonal Rain,172.43
Yavatmal,2023,Zaid,Rice,43.38,3790.21,Drought,164.42
Parbhani,2021,Kharif,Rice,18.4,2028.37,Disease,37.32
Jalgaon,2021,Rabi,Bajra,69.05,3288.32,Heatwave,227.06
Panvel,2022,Kharif,Cotton,32.6,4638.57,Heatwave,151.22
Nagpur,2021,Zaid,Rice,48.68,3571.12,Flood,173.84
Parbhani,2021,Kharif,Sugarcane,72.8,4156.77,Soil Degradation,302.61
Nandurbar,2023,Zaid,Cotton,17.28,2537.32,Unseasonal Rain,43.84
Kalyan-Dombivli,2024,Kharif,Soybean,75.55,4620.67,Soil Degradation,349.09
Jalna,2023,Kharif,Sugarcane,86.19,1162.73,Heatwave,100.22
Bhiwandi,2021,Rabi,Maize,12.84,435.61,Disease,5.59
Ambarnath,2021,Kharif,Maize,49.01,2723.46,Drought,133.48
Parbhani,2023,Kharif,Rice,78.22,387.72,Pest Attack,30.33
Palghar,2024,Kharif,Soybean,12.83,914.27,Heatwave,11.73
Ratnagiri,2023,Kharif,Cotton,46.43,1791.93,Heatwave,83.2
Navi Mumbai,2023,Kharif,Wheat,34.86,3031.23,Drought,105.67
Bhiwandi,2022,Kharif,Onion,85.28,2779.59,Flood,237.04
Parbhani,2022,Rabi,Bajra,68.43,4817.8,Disease,329.68
Kolhapur,2024,Kharif,Sugarcane,20.36,3595.35,Unseasonal Rain,73.2
Hingoli,2022,Zaid,Sugarcane,28.34,3048.67,Soil Degradation,86.4
Thane,2022,Rabi,Bajra,26.52,2415.42,Flood,64.06
Ratnagiri,2024,Rabi,Jowar,37.43,3288.99,Unseasonal Rain,123.11
Bhandara,2023,Kharif,Soybean,11.3,3858.66,Drought,43.6
Solapur,2022,Kharif,Cotton,67.38,345.0,Flood,23.25
Ambarnath,2022,Rabi,Cotton,60.97,668.38,Disease,40.75
Vasai-Virar,2022,Zaid,Wheat,32.13,4621.81,Drought,148.5
Malegaon,2021,Zaid,Rice,36.57,3855.77,Disease,141.01
Bhandara,2022,Zaid,Onion,65.01,1028.66,Drought,66.87
Satara,2023,Zaid,Tur (Pigeon Pea),86.86,991.79,Unseasonal Rain,86.15
Dhule,2024,Zaid,Soybean,74.73,3833.82,Unseasonal Rain,286.5
Washim,2024,Rabi,Cotton,91.19,460.95,Disease,42.03
Osmanabad,2023,Kharif,Tur (Pigeon Pea),46.95,1679.6,Flood,78.86
Latur,2024,Rabi,Bajra,31.41,3657.21,Flood,114.87
Nagpur,2024,Zaid,Wheat,59.43,2146.01,Heatwave,127.54
Gondia,2022,Zaid,Onion,51.5,2567.09,Soil Degradation,132.21
Hingoli,2022,Kharif,Cotton,85.38,741.75,Flood,63.33
Osmanabad,2022,Kharif,Maize,87.58,3855.7,Unseasonal Rain,337.68
Bhusawal,2021,Rabi,Wheat,51.07,1462.78,Unseasonal Rain,74.7
Bhiwandi,2022,Zaid,Soybean,67.27,3489.41,Unseasonal Rain,234.73
Akola,2024,Rabi,Soybean,85.34,2888.29,Flood,246.49
Navi Mumbai,2022,Kharif,Rice,59.07,3415.39,Unseasonal Rain,201.75
Kalyan-Dombivli,2024,Kharif,Bajra,45.39,4280.22,Disease,194.28
Ichalkaranji,2023,Rabi,Wheat,75.11,2891.08,Soil Degradation,217.15
Sangli,2023,Rabi,Bajra,71.39,606.41,Unseasonal Rain,43.29
Satara,2024,Zaid,Onion,52.11,1396.55,Disease,72.77
Aurangabad,2022,Rabi,Soybean,62.65,1866.05,Soil Degradation,116.91
Parbhani,2022,Zaid,Cotton,58.92,2834.42,Soil Degradation,167.0
Solapur,2022,Zaid,Jowar,54.27,4472.58,Heatwave,242.73
Yavatmal,2022,Kharif,Bajra,48.93,3309.22,Soil Degradation,161.92
Jalna,2021,Zaid,Bajra,75.39,3887.47,Pest Attack,293.08
Ambarnath,2022,Rabi,Cotton,7.74,3632.83,Disease,28.12
Ratnagiri,2024,Zaid,Jowar,90.04,2774.05,Unseasonal Rain,249.78
Panvel,2024,Rabi,Soybean,19.05,3805.19,Heatwave,72.49
Wardha,2023,Rabi,Cotton,33.03,3259.52,Heatwave,107.66
Chandrapur,2022,Rabi,Maize,12.4,541.42,Pest Attack,6.71
Washim,2023,Kharif,Tur (Pigeon Pea),45.8,2721.46,Unseasonal Rain,124.64
Palghar,2023,Kharif,Wheat,22.18,1323.51,Drought,29.36
Sangli,2024,Rabi,Jowar,82.8,1534.98,Soil Degradation,127.1
Mumbai,2021,Zaid,Tur (Pigeon Pea),21.95,1745.39,Drought,38.31
Ahmednagar,2024,Rabi,Wheat,87.24,1627.94,Pest Attack,142.02
Yavatmal,2021,Rabi,Maize,76.46,1682.24,Drought,128.62
Beed,2023,Kharif,Soybean,17.09,453.78,Soil Degradation,7.76
Wardha,2023,Zaid,Rice,55.84,207.94,Unseasonal Rain,11.61
Kalyan-Dombivli,2021,Kharif,Soybean,47.78,3190.96,Unseasonal Rain,152.46
Ratnagiri,2022,Kharif,Maize,22.28,2506.95,Drought,55.85
Aurangabad,2023,Rabi,Sugarcane,53.53,3021.82,Drought,161.76
Amravati,2024,Zaid,Tur (Pigeon Pea),8.96,752.18,Soil Degradation,6.74
Nandurbar,2022,Kharif,Tur (Pigeon Pea),37.66,1804.69,Soil Degradation,67.96
Ulhasnagar,2022,Rabi,Jowar,44.35,3317.05,Drought,147.11
Navi Mumbai,2023,Kharif,Maize,90.26,3044.56,Pest Attack,274.8
Solapur,2021,Rabi,Bajra,29.02,570.96,Heatwave,16.57
Gondia,2021,Zaid,Onion,65.75,1499.25,Soil Degradation,98.58
Beed,2022,Kharif,Cotton,18.09,3693.18,Flood,66.81
Washim,2024,Zaid,Jowar,83.84,2415.29,Disease,202.5
Satara,2024,Zaid,Sugarcane,82.57,236.43,Drought,19.52
Ahmednagar,2022,Zaid,Tur (Pigeon Pea),93.37,3720.37,Disease,347.37
Bhusawal,2022,Kharif,Onion,23.46,1215.86,Drought,28.52
Wardha,2021,Kharif,Rice,36.23,1684.58,Drought,61.03
Osmanabad,2022,Zaid,Wheat,68.06,3160.79,Unseasonal Rain,215.12
Hingoli,2024,Kharif,Onion,9.65,4620.4,Soil Degradation,44.59
Jalna,2023,Kharif,Onion,78.64,3131.0,Pest Attack,246.22
Thane,2021,Rabi,Rice,79.59,4630.62,Unseasonal Rain,368.55
Jalna,2021,Kharif,Soybean,20.83,3639.25,Disease,75.81
Palghar,2024,Kharif,Sugarcane,80.08,3087.81,Unseasonal Rain,247.27
Sindhudurg,2024,Kharif,Maize,65.75,1214.94,Soil Degradation,79.88
Akola,2023,Zaid,Sugarcane,18.26,1028.79,Disease,18.79
Hingoli,2023,Zaid,Jowar,56.18,694.58,Drought,39.02
Washim,2022,Zaid,Bajra,69.57,783.41,Heatwave,54.5
Aurangabad,2023,Kharif,Soybean,8.01,4054.28,Flood,32.47
Kalyan-Dombivli,2024,Zaid,Bajra,38.18,1372.38,Flood,52.4
Nanded,2024,Kharif,Sugarcane,93.54,2107.0,Flood,197.09
Mira-Bhayandar,2021,Kharif,Sugarcane,16.99,1398.85,Drought,23.77
Pune,2023,Zaid,Cotton,93.91,3577.85,Soil Degradation,336.0
Beed,2024,Rabi,Jowar,68.69,1644.63,Soil Degradation,112.97
Sangli,2021,Rabi,Tur (Pigeon Pea),7.12,2832.79,Heatwave,20.17
Beed,2021,Zaid,Onion,71.83,4136.2,Soil Degradation,297.1
Mira-Bhayandar,2022,Kharif,Wheat,66.93,2762.89,Soil Degradation,184.92
Nanded,2023,Zaid,Bajra,37.06,3820.3,Flood,141.58
Sindhudurg,2022,Rabi,Sugarcane,64.11,1839.01,Heatwave,117.9
Bhiwandi,2024,Zaid,Soybean,72.17,548.04,Flood,39.55
Latur,2022,Zaid,Maize,19.16,3298.85,Unseasonal Rain,63.21
Nashik,2024,Zaid,Rice,35.36,3331.21,Heatwave,117.79
Hingoli,2022,Kharif,Tur (Pigeon Pea),82.26,1074.02,Drought,88.35
Nanded,2024,Zaid,Bajra,29.35,3023.06,Disease,88.73
Panvel,2024,Rabi,Onion,87.6,2590.39,Drought,226.92
Satara,2024,Kharif,Sugarcane,49.18,1308.05,Flood,64.33
Thane,2024,Zaid,Soybean,43.56,2343.06,Flood,102.06
Ambarnath,2024,Rabi,Tur (Pigeon Pea),35.01,436.99,Flood,15.3
Nanded,2023,Rabi,Sugarcane,81.81,1775.51,Flood,145.25
Gondia,2023,Zaid,Sugarcane,61.74,2146.23,Pest Attack,132.51
Latur,2024,Zaid,Tur (Pigeon Pea),83.41,2471.34,Drought,206.13
Ambarnath,2024,Kharif,Wheat,23.61,1180.78,Soil Degradation,27.88
Panvel,2024,Kharif,Sugarcane,5.76,3344.56,Pest Attack,19.26
Kalyan-Dombivli,2024,Kharif,Rice,58.51,1877.79,Flood,109.87
Kolhapur,2021,Kharif,Tur (Pigeon Pea),37.93,228.73,Drought,8.68
Yavatmal,2022,Rabi,Rice,5.33,1401.55,Pest Attack,7.47
Navi Mumbai,2022,Rabi,Bajra,32.84,3980.07,Disease,130.71
Chandrapur,2024,Zaid,Maize,87.71,973.86,Disease,85.42
Aurangabad,2023,Zaid,Wheat,70.27,1261.11,Unseasonal Rain,88.62
Bhandara,2024,Rabi,Wheat,8.19,3592.47,Flood,29.42
Vasai-Virar,2021,Kharif,Rice,62.15,1705.66,Disease,106.01
Washim,2021,Kharif,Rice,25.56,1518.01,Unseasonal Rain,38.8
Kalyan-Dombivli,2021,Zaid,Maize,56.96,1516.99,Soil Degradation,86.41
Parbhani,2024,Rabi,Maize,93.75,3951.18,Unseasonal Rain,370.42
Nandurbar,2021,Zaid,Maize,92.01,1396.77,Flood,128.52
Sindhudurg,2023,Kharif,Soybean,38.99,2742.06,Heatwave,106.91
Mumbai,2021,Kharif,Onion,86.74,1611.23,Flood,139.76
Palghar,2022,Kharif,Wheat,71.99,555.77,Heatwave,40.01
Solapur,2021,Rabi,Soybean,16.15,4901.48,Unseasonal Rain,79.16
Yavatmal,2023,Rabi,Tur (Pigeon Pea),70.25,1713.18,Pest Attack,120.35
Parbhani,2021,Rabi,Tur (Pigeon Pea),6.77,502.54,Disease,3.4
Jalgaon,2022,Zaid,Onion,76.7,1935.7,Unseasonal Rain,148.47
Pune,2021,Zaid,Bajra,6.52,2025.98,Soil Degradation,13.21
Vasai-Virar,2022,Zaid,Sugarcane,28.46,1066.33,Heatwave,30.35
Ulhasnagar,2021,Kharif,Bajra,49.41,4265.42,Drought,210.75
Aurangabad,2022,Zaid,Maize,85.35,1413.92,Soil Degradation,120.68
Akola,2021,Kharif,Bajra,74.15,2183.95,Flood,161.94
Yavatmal,2021,Kharif,Tur (Pigeon Pea),81.85,2512.1,Soil Degradation,205.62
Hingoli,2023,Kharif,Tur (Pigeon Pea),16.95,2967.88,Disease,50.31
Sindhudurg,2022,Rabi,Jowar,89.61,3801.44,Heatwave,340.65
Akola,2021,Rabi,Rice,61.26,4109.68,Drought,251.76
Bhusawal,2024,Kharif,Rice,47.09,4436.54,Soil Degradation,208.92
Latur,2023,Zaid,Maize,26.8,1799.58,Pest Attack,48.23
Pune,2021,Zaid,Bajra,30.08,1915.05,Disease,57.6
Solapur,2022,Zaid,Onion,84.76,2274.61,Heatwave,192.8
Bhiwandi,2022,Rabi,Sugarcane,83.8,4460.87,Drought,373.82
Ahmednagar,2021,Kharif,Jowar,68.45,1216.35,Drought,83.26
Ratnagiri,2021,Rabi,Rice,5.46,240.7,Pest Attack,1.31
Vasai-Virar,2021,Rabi,Tur (Pigeon Pea),6.62,1147.45,Drought,7.6
Jalna,2023,Zaid,Onion,88.0,2742.57,Soil Degradation,241.35
Mira-Bhayandar,2022,Zaid,Sugarcane,5.88,2383.29,Drought,14.01
Parbhani,2024,Zaid,Sugarcane,42.46,1279.96,Unseasonal Rain,54.35
Chandrapur,2024,Zaid,Onion,82.44,1777.79,Drought,146.56
Vasai-Virar,2021,Zaid,Bajra,83.54,4280.89,Flood,357.63
Aurangabad,2022,Kharif,Onion,85.7,3621.91,Pest Attack,310.4
Kalyan-Dombivli,2024,Rabi,Wheat,78.77,234.63,Flood,18.48
Jalna,2021,Kharif,Soybean,82.92,4780.76,Disease,396.42
Bhandara,2021,Kharif,Maize,59.09,297.3,Flood,17.57
Dhule,2022,Kharif,Jowar,21.94,533.71,Heatwave,11.71
Satara,2022,Rabi,Onion,88.31,3291.87,Drought,290.71
Sangli,2021,Kharif,Wheat,29.85,3257.16,Drought,97.23
Bhandara,2024,Rabi,Wheat,48.42,3672.3,Flood,177.81
Palghar,2021,Rabi,Onion,48.89,4048.5,Heatwave,197.93
Thane,2021,Zaid,Wheat,67.0,638.81,Soil Degradation,42.8
Satara,2024,Rabi,Cotton,87.74,2898.38,Drought,254.3
Ichalkaranji,2022,Zaid,Soybean,9.91,2360.79,Flood,23.4
Latur,2021,Zaid,Tur (Pigeon Pea),87.04,1115.18,Pest Attack,97.07
