Record_ID,District,Year,Water_Risk_Score,Economic_Risk_Score,Infrastructure_Risk_Score,Composite_Risk_Score,Risk_Category,Primary_Risk_Factor
DR_12728,Hingoli,2022,7.04,2.35,4.07,4.57,Medium,Drought Susceptibility
DR_12729,Mumbai Suburban,2022,2.91,9.33,6.05,6.11,High,Industrial Decline
DR_12730,Dhule,2023,9.48,2.81,3.41,5.6,High,Flood Risk
DR_12731,Beed,2021,1.57,2.39,7.5,3.08,Medium,Aging Infrastructure
DR_12732,Chandrapur,2021,5.35,7.38,4.14,5.92,High,Inflation Impact
DR_12733,Washim,2020,4.54,2.25,7.21,4.16,Medium,Aging Infrastructure
DR_12734,Solapur,2024,2.46,7.37,5.58,5.05,High,Inflation Impact
DR_12735,Gondia,2024,3.44,9.91,8.47,7.04,High,Unemployment
DR_12736,Nashik,2022,9.97,9.79,5.19,8.94,Critical,Groundwater Depletion
DR_12737,Nagpur,2021,8.98,1.86,2.59,4.86,Medium,Groundwater Depletion
DR_12738,Kolhapur,2021,9.74,5.13,2.02,6.35,High,Groundwater Depletion
DR_12739,Mumbai Suburban,2023,6.27,2.9,6.3,4.93,Medium,Aging Infrastructure
DR_12740,Dhule,2020,1.54,4.28,5.09,3.35,Medium,Aging Infrastructure
DR_12741,Akola,2021,5.01,8.7,6.54,6.79,High,Industrial Decline
DR_12742,Akola,2024,5.91,9.23,5.83,7.22,High,Inflation Impact
DR_12743,Kolhapur,2022,5.24,6.45,4.67,5.61,High,Inflation Impact
DR_12744,Bhandara,2021,7.28,3.01,5.25,5.17,High,Groundwater Depletion
DR_12745,Bhandara,2021,6.29,9.62,7.7,7.91,Critical,Inflation Impact
DR_12746,Sangli,2021,6.05,3.6,2.05,4.27,Medium,Drought Susceptibility
DR_12747,Washim,2022,2.98,8.24,5.53,5.59,High,Industrial Decline
DR_12748,Amravati,2024,6.96,9.33,6.59,7.84,Critical,Unemployment
DR_12749,Satara,2022,3.58,4.67,3.61,4.02,Medium,Inflation Impact
DR_12750,Bhandara,2024,3.85,6.26,7.31,5.5,High,Aging Infrastructure
DR_12751,Ahmednagar,2020,2.16,6.0,6.46,4.56,Medium,Aging Infrastructure
DR_12752,Solapur,2020,7.37,10,5.61,8.07,Critical,Inflation Impact
DR_12753,Chandrapur,2023,5.2,3.45,9.41,5.34,High,Aging Infrastructure
DR_12754,Gondia,2024,6.57,1.4,8.17,4.82,Medium,Aging Infrastructure
DR_12755,Gadchiroli,2024,9.15,8.58,6.93,8.48,Critical,Drought Susceptibility
DR_12756,Parbhani,2024,4.52,3.72,6.44,4.58,Medium,Aging Infrastructure
DR_12757,Raigad,2024,1.31,4.48,4.86,3.29,Medium,Aging Infrastructure
DR_12758,Mumbai Suburban,2021,7.24,6.76,2.18,6.04,High,Drought Susceptibility
DR_12759,Parbhani,2020,1.09,8.85,2.52,4.48,Medium,Industrial Decline
DR_12760,Thane,2024,4.51,6.19,4.53,5.19,High,Inflation Impact
DR_12761,Yavatmal,2024,9.48,6.45,3.61,7.09,High,Groundwater Depletion
DR_12762,Amravati,2024,1.92,7.34,6.13,4.93,Medium,Industrial Decline
DR_12763,Akola,2024,4.78,6.07,4.51,5.25,High,Industrial Decline
DR_12764,Akola,2021,5.12,2.37,4.57,3.91,Medium,Groundwater Depletion
DR_12765,Raigad,2022,3.67,6.67,9.12,5.96,High,Aging Infrastructure
DR_12766,Parbhani,2021,5.38,6.51,9.3,6.62,High,Aging Infrastructure
DR_12767,Wardha,2023,5.91,8.05,5.6,6.7,High,Inflation Impact
DR_12768,Ratnagiri,2023,3.68,4.48,6.77,4.62,Medium,Aging Infrastructure
DR_12769,Beed,2020,3.54,9.19,9.3,6.95,High,Aging Infrastructure
DR_12770,Ahmednagar,2023,8.69,4.55,8.97,7.09,High,Aging Infrastructure
DR_12771,Beed,2023,1.1,8.32,1.59,4.09,Medium,Unemployment
DR_12772,Gadchiroli,2020,7.93,7.83,9.77,8.26,Critical,Aging Infrastructure
DR_12773,Nanded,2020,6.41,6.97,3.86,6.12,High,Unemployment
DR_12774,Wardha,2023,6.58,6.23,3.06,5.74,High,Drought Susceptibility
DR_12775,Chandrapur,2023,7.44,10,8.11,8.6,Critical,Inflation Impact
DR_12776,Bhandara,2020,6.48,6.92,9.01,7.16,High,Aging Infrastructure
DR_12777,Beed,2020,4.73,8.55,9.59,7.23,High,Aging Infrastructure
DR_12778,Akola,2023,9.41,5.88,4.31,6.98,High,Groundwater Depletion
DR_12779,Buldhana,2022,4.69,7.83,9.9,6.99,High,Aging Infrastructure
DR_12780,Jalna,2021,2.37,2.01,5.44,2.84,Medium,Aging Infrastructure
DR_12781,Satara,2021,8.96,1.99,1.44,4.66,Medium,Flood Risk
DR_12782,Latur,2020,8.62,8.33,2.25,7.23,High,Drought Susceptibility
DR_12783,Pune,2022,7.81,4.28,7.8,6.4,High,Drought Susceptibility
DR_12784,Gadchiroli,2024,3.32,9.63,9.37,7.05,High,Industrial Decline
DR_12785,Wardha,2022,4.07,9.26,9.96,7.32,High,Aging Infrastructure
DR_12786,Dhule,2023,9.47,1.88,4.18,5.37,High,Flood Risk
DR_12787,Solapur,2020,8.49,6.12,9.46,7.73,Critical,Aging Infrastructure
DR_12788,Dhule,2024,2.92,6.7,1.17,4.08,Medium,Inflation Impact
DR_12789,Ratnagiri,2022,4.63,2.41,9.38,4.69,Medium,Aging Infrastructure
DR_12790,Mumbai Suburban,2021,4.0,7.11,3.53,5.15,High,Industrial Decline
DR_12791,Jalna,2020,2.97,4.41,4.49,3.85,Medium,Aging Infrastructure
DR_12792,Buldhana,2021,5.15,6.54,6.86,6.05,High,Aging Infrastructure
DR_12793,Bhandara,2023,2.53,5.33,4.36,4.02,Medium,Industrial Decline
DR_12794,Ahmednagar,2021,7.58,10,9.58,8.95,Critical,Inflation Impact
DR_12795,Washim,2024,9.33,8.77,4.57,8.15,Critical,Groundwater Depletion
DR_12796,Satara,2023,5.57,5.26,6.29,5.59,High,Aging Infrastructure
DR_12797,Osmanabad,2020,7.18,6.28,9.21,7.22,High,Aging Infrastructure
DR_12798,Nanded,2020,5.21,8.59,2.76,6.07,High,Unemployment
DR_12799,Buldhana,2020,4.35,6.04,2.89,4.73,Medium,Industrial Decline
DR_12800,Mumbai Suburban,2023,3.83,6.74,1.78,4.59,Medium,Inflation Impact
DR_12801,Sindhudurg,2024,1.93,4.26,9.05,4.29,Medium,Aging Infrastructure
DR_12802,Beed,2024,3.62,2.68,3.63,3.24,Medium,Aging Infrastructure
DR_12803,Washim,2021,6.12,5.36,5.77,5.75,High,Flood Risk
DR_12804,Ratnagiri,2020,9.85,6.29,1.46,6.75,High,Drought Susceptibility
DR_12805,Buldhana,2024,4.6,9.29,5.09,6.57,High,Unemployment
DR_12806,Thane,2021,8.15,10,3.45,7.95,Critical,Industrial Decline
DR_12807,Hingoli,2022,6.12,1.0,5.66,3.98,Medium,Flood Risk
DR_12808,Nandurbar,2021,8.06,10,2.61,7.75,Critical,Unemployment
DR_12809,Solapur,2022,7.9,5.99,1.82,5.92,High,Groundwater Depletion
DR_12810,Jalna,2024,5.21,4.63,7.26,5.39,High,Aging Infrastructure
DR_12811,Gadchiroli,2023,4.44,4.54,2.29,4.05,Medium,Industrial Decline
DR_12812,Aurangabad,2022,6.31,6.87,1.91,5.66,High,Inflation Impact
DR_12813,Satara,2024,7.29,10,9.42,8.8,Critical,Inflation Impact
DR_12814,Jalgaon,2020,6.5,7.53,3.11,6.23,High,Inflation Impact
DR_12815,Mumbai Suburban,2023,7.73,7.77,7.47,7.69,Critical,Industrial Decline
DR_12816,Ahmednagar,2024,4.46,3.76,5.27,4.34,Medium,Aging Infrastructure
DR_12817,Washim,2023,3.55,9.98,9.83,7.38,High,Industrial Decline
DR_12818,Beed,2022,5.33,7.81,5.52,6.36,High,Unemployment
DR_12819,Solapur,2022,5.62,2.43,3.12,3.85,Medium,Groundwater Depletion
DR_12820,Parbhani,2024,1.95,9.35,2.52,5.02,High,Industrial Decline
DR_12821,Wardha,2022,4.96,5.59,9.83,6.19,High,Aging Infrastructure
DR_12822,Sangli,2021,1.44,3.77,9.11,3.91,Medium,Aging Infrastructure
DR_12823,Hingoli,2020,9.3,5.29,1.67,6.17,High,Flood Risk
DR_12824,Mumbai Suburban,2021,2.97,6.58,1.26,4.07,Medium,Unemployment
DR_12825,Satara,2022,9.28,10,1.21,7.96,Critical,Inflation Impact
DR_12826,Palghar,2021,1.03,7.24,5.88,4.48,Medium,Industrial Decline
DR_12827,Yavatmal,2024,7.57,10,1.46,7.32,High,Inflation Impact
DR_12828,Parbhani,2021,7.11,2.06,8.25,5.32,High,Aging Infrastructure
DR_12829,Gadchiroli,2023,2.64,9.64,7.48,6.41,High,Industrial Decline
DR_12830,Washim,2021,1.91,6.6,9.59,5.32,High,Aging Infrastructure
DR_12831,Ahmednagar,2020,1.16,7.28,1.29,3.63,Medium,Inflation Impact
DR_12832,Buldhana,2022,7.48,9.79,9.76,8.86,Critical,Inflation Impact
DR_12833,Ahmednagar,2021,7.37,3.86,9.63,6.42,High,Aging Infrastructure
DR_12834,Yavatmal,2021,2.71,5.71,6.15,4.59,Medium,Aging Infrastructure
DR_12835,Palghar,2021,3.18,8.07,2.08,4.92,Medium,Industrial Decline
DR_12836,Osmanabad,2020,5.62,4.71,6.73,5.48,High,Aging Infrastructure
DR_12837,Nandurbar,2020,3.78,2.95,8.95,4.48,Medium,Aging Infrastructure
DR_12838,Ahmednagar,2024,9.35,3.61,9.12,7.01,High,Groundwater Depletion
DR_12839,Ahmednagar,2024,2.36,7.11,2.43,4.27,Medium,Industrial Decline
DR_12840,Gadchiroli,2021,4.33,3.8,2.04,3.66,Medium,Flood Risk
DR_12841,Hingoli,2024,7.12,6.71,2.46,6.02,High,Groundwater Depletion
DR_12842,Kolhapur,2023,1.35,1.57,4.72,2.11,Low,Aging Infrastructure
DR_12843,Bhandara,2024,4.79,2.14,6.23,4.02,Medium,Aging Infrastructure
DR_12844,Solapur,2022,4.73,8.31,4.94,6.21,High,Unemployment
DR_12845,Buldhana,2023,7.47,9.95,2.64,7.49,High,Unemployment
DR_12846,Dhule,2022,8.59,9.15,6.87,8.47,Critical,Industrial Decline
DR_12847,Gondia,2022,7.48,7.93,2.47,6.66,High,Industrial Decline
DR_12848,Parbhani,2022,8.08,2.49,2.34,4.7,Medium,Groundwater Depletion
DR_12849,Hingoli,2021,4.6,1.73,7.29,3.99,Medium,Aging Infrastructure
DR_12850,Ahmednagar,2020,8.16,7.2,6.34,7.41,High,Flood Risk
DR_12851,Yavatmal,2021,2.05,9.23,8.99,6.31,High,Industrial Decline
DR_12852,Buldhana,2022,9.2,4.48,4.36,6.35,High,Groundwater Depletion
DR_12853,Akola,2022,1.47,8.79,9.17,5.94,High,Aging Infrastructure
DR_12854,Dhule,2022,4.91,3.46,1.99,3.74,Medium,Groundwater Depletion
DR_12855,Gadchiroli,2023,2.61,7.61,2.76,4.64,Medium,Unemployment
DR_12856,Beed,2023,8.17,8.67,5.93,7.93,Critical,Inflation Impact
DR_12857,Beed,2021,2.42,7.34,4.75,4.85,Medium,Inflation Impact
DR_12858,Nanded,2020,6.08,3.5,9.66,5.76,High,Aging Infrastructure
DR_12859,Nagpur,2022,5.66,6.99,2.69,5.6,High,Unemployment
DR_12860,Satara,2024,1.17,7.59,6.02,4.71,Medium,Unemployment
DR_12861,Amravati,2020,2.13,1.69,4.05,2.34,Low,Aging Infrastructure
DR_12862,Mumbai City,2020,4.6,1.06,9.69,4.2,Medium,Aging Infrastructure
DR_12863,Beed,2022,5.9,3.68,1.12,4.06,Medium,Flood Risk
DR_12864,Aurangabad,2021,8.02,4.38,5.44,6.05,High,Groundwater Depletion
DR_12865,Nagpur,2024,8.45,5.92,9.1,7.57,Critical,Aging Infrastructure
DR_12866,Wardha,2021,4.64,3.52,7.1,4.69,Medium,Aging Infrastructure
DR_12867,Chandrapur,2024,8.49,5.36,7.2,6.98,High,Flood Risk
DR_12868,Thane,2020,1.33,1.4,7.45,2.58,Medium,Aging Infrastructure
DR_12869,Hingoli,2023,1.55,8.11,1.69,4.2,Medium,Inflation Impact
DR_12870,Parbhani,2022,8.26,5.76,3.86,6.38,High,Flood Risk
DR_12871,Jalna,2024,6.66,5.98,6.77,6.41,High,Aging Infrastructure
DR_12872,Osmanabad,2023,5.31,7.0,7.4,6.4,High,Aging Infrastructure
DR_12873,Nashik,2024,3.14,9.38,7.82,6.57,High,Inflation Impact
DR_12874,Nanded,2024,1.6,5.91,3.95,3.8,Medium,Industrial Decline
DR_12875,Nashik,2021,2.99,5.22,5.53,4.39,Medium,Aging Infrastructure
DR_12876,Chandrapur,2022,1.55,4.69,5.42,3.58,Medium,Aging Infrastructure
DR_12877,Ahmednagar,2022,3.28,2.28,8.49,3.93,Medium,Aging Infrastructure
DR_12878,Washim,2023,3.03,7.99,8.98,6.21,High,Aging Infrastructure
DR_12879,Gondia,2021,3.2,7.54,1.44,4.59,Medium,Inflation Impact
DR_12880,Dhule,2021,3.81,7.38,4.86,5.45,High,Unemployment
DR_12881,Dhule,2021,8.93,3.66,2.25,5.49,High,Drought Susceptibility
DR_12882,Gondia,2024,3.8,7.51,3.94,5.31,High,Industrial Decline
DR_12883,Nashik,2021,6.58,7.18,1.0,5.7,High,Unemployment
DR_12884,Raigad,2021,9.59,4.59,7.68,7.21,High,Flood Risk
DR_12885,Nashik,2024,1.64,6.31,6.34,4.45,Medium,Aging Infrastructure
DR_12886,Nanded,2023,1.97,6.79,9.98,5.5,High,Aging Infrastructure
DR_12887,Osmanabad,2021,9.96,8.09,4.78,8.18,Critical,Groundwater Depletion
DR_12888,Sangli,2023,8.33,1.6,8.96,5.76,High,Aging Infrastructure
DR_12889,Wardha,2024,2.24,7.81,3.38,4.7,Medium,Industrial Decline
DR_12890,Sindhudurg,2021,4.55,4.42,9.18,5.43,High,Aging Infrastructure
DR_12891,Pune,2024,6.67,7.45,4.33,6.51,High,Industrial Decline
DR_12892,Yavatmal,2020,6.34,4.87,4.0,5.28,High,Drought Susceptibility
DR_12893,Palghar,2022,9.83,7.3,1.57,7.16,High,Drought Susceptibility
DR_12894,Buldhana,2021,5.11,2.56,6.23,4.32,Medium,Aging Infrastructure
DR_12895,Thane,2020,8.96,2.85,3.56,5.44,High,Flood Risk
DR_12896,Osmanabad,2022,3.92,8.48,1.36,5.23,High,Industrial Decline
DR_12897,Nanded,2024,2.65,4.04,1.1,2.89,Medium,Unemployment
DR_12898,Amravati,2022,1.91,2.91,9.3,3.79,Medium,Aging Infrastructure
DR_12899,Nashik,2020,5.66,4.53,3.78,4.83,Medium,Drought Susceptibility
DR_12900,Sangli,2021,3.42,4.12,3.46,3.71,Medium,Unemployment
DR_12901,Wardha,2022,3.97,7.22,7.34,5.94,High,Aging Infrastructure
DR_12902,Mumbai City,2023,2.85,7.46,2.0,4.52,Medium,Inflation Impact
DR_12903,Aurangabad,2024,2.24,3.94,9.4,4.35,Medium,Aging Infrastructure
DR_12904,Satara,2023,1.69,4.31,6.29,3.66,Medium,Aging Infrastructure
DR_12905,Akola,2023,8.57,6.92,3.67,6.93,High,Flood Risk
DR_12906,Jalna,2022,7.17,5.96,7.26,6.7,High,Aging Infrastructure
DR_12907,Nagpur,2024,7.36,7.85,6.87,7.46,High,Inflation Impact
DR_12908,Ratnagiri,2023,8.56,9.65,7.85,8.85,Critical,Industrial Decline
DR_12909,Chandrapur,2022,7.81,10,8.16,8.76,Critical,Industrial Decline
DR_12910,Akola,2023,2.14,4.71,7.58,4.25,Medium,Aging Infrastructure
DR_12911,Solapur,2024,6.72,8.84,3.2,6.86,High,Unemployment
DR_12912,Dhule,2022,2.91,8.21,7.47,5.94,High,Unemployment
DR_12913,Wardha,2023,6.8,8.01,9.59,7.84,Critical,Aging Infrastructure
DR_12914,Beed,2024,2.29,9.19,4.79,5.55,High,Industrial Decline
DR_12915,Palghar,2023,5.55,6.03,3.55,5.34,High,Industrial Decline
DR_12916,Sindhudurg,2020,3.16,1.5,7.72,3.41,Medium,Aging Infrastructure
DR_12917,Nandurbar,2023,5.78,3.03,8.29,5.19,High,Aging Infrastructure
DR_12918,Wardha,2024,4.77,8.17,9.12,7.0,High,Aging Infrastructure
DR_12919,Solapur,2021,3.03,7.76,7.86,5.89,High,Aging Infrastructure
DR_12920,Nanded,2023,5.98,1.84,7.11,4.55,Medium,Aging Infrastructure
DR_12921,Sangli,2024,9.94,2.69,8.68,6.79,High,Groundwater Depletion
DR_12922,Mumbai Suburban,2020,3.5,9.05,7.32,6.49,High,Inflation Impact
DR_12923,Ratnagiri,2024,3.08,5.73,9.52,5.43,High,Aging Infrastructure
DR_12924,Latur,2020,4.76,8.14,7.51,6.66,High,Inflation Impact
DR_12925,Sindhudurg,2022,5.33,6.81,2.53,5.36,High,Inflation Impact
DR_12926,Nanded,2024,1.9,1.87,3.38,2.18,Low,Aging Infrastructure
DR_12927,Akola,2022,5.56,9.87,8.63,7.9,Critical,Industrial Decline
DR_12928,Mumbai Suburban,2024,8.04,7.24,3.95,6.9,High,Drought Susceptibility
DR_12929,Latur,2021,4.02,2.93,7.66,4.31,Medium,Aging Infrastructure
DR_12930,Sangli,2023,9.49,10,3.39,8.47,Critical,Unemployment
DR_12931,Jalna,2024,8.37,6.13,7.67,7.33,High,Flood Risk
DR_12932,Nandurbar,2023,6.71,2.26,2.72,4.13,Medium,Groundwater Depletion
DR_12933,Parbhani,2020,2.23,5.98,3.56,4.0,Medium,Unemployment
DR_12934,Kolhapur,2020,1.33,9.67,3.29,5.06,High,Industrial Decline
DR_12935,Dhule,2020,8.62,10,7.2,8.89,Critical,Unemployment
DR_12936,Nashik,2020,4.15,6.91,8.73,6.17,High,Aging Infrastructure
DR_12937,Nagpur,2020,9.86,7.23,5.44,7.92,Critical,Drought Susceptibility
DR_12938,Raigad,2024,6.24,5.07,5.11,5.54,High,Flood Risk
DR_12939,Chandrapur,2020,2.07,8.51,1.82,4.6,Medium,Industrial Decline
DR_12940,Osmanabad,2022,6.19,1.91,5.19,4.28,Medium,Flood Risk
DR_12941,Nagpur,2022,5.66,7.13,1.95,5.51,High,Unemployment
DR_12942,Gondia,2020,2.28,6.24,9.65,5.34,High,Aging Infrastructure
DR_12943,Gondia,2024,6.22,7.33,1.55,5.73,High,Inflation Impact
DR_12944,Kolhapur,2020,5.03,1.72,7.47,4.2,Medium,Aging Infrastructure
DR_12945,Ratnagiri,2024,9.63,10,6.33,9.12,Critical,Inflation Impact
DR_12946,Jalna,2021,1.3,2.66,9.23,3.43,Medium,Aging Infrastructure
DR_12947,Osmanabad,2020,9.7,9.98,3.47,8.56,Critical,Unemployment
DR_12948,Wardha,2022,7.68,9.14,5.27,7.78,Critical,Industrial Decline
DR_12949,Beed,2023,3.21,9.36,9.79,6.99,High,Aging Infrastructure
DR_12950,Chandrapur,2023,5.31,1.49,8.69,4.46,Medium,Aging Infrastructure
DR_12951,Gadchiroli,2020,8.63,2.87,9.76,6.55,High,Aging Infrastructure
DR_12952,Mumbai City,2024,8.37,2.81,2.29,4.93,Medium,Drought Susceptibility
DR_12953,Amravati,2021,7.05,4.03,7.45,5.92,High,Aging Infrastructure
DR_12954,Ahmednagar,2024,1.66,1.06,3.28,1.75,Low,Aging Infrastructure
DR_12955,Nanded,2022,5.8,5.6,8.96,6.35,High,Aging Infrastructure
DR_12956,Dhule,2022,5.76,2.69,1.29,3.64,Medium,Groundwater Depletion
DR_12957,Sindhudurg,2024,3.2,1.93,2.01,2.45,Low,Flood Risk
DR_12958,Hingoli,2023,8.74,10,3.76,8.25,Critical,Unemployment
DR_12959,Amravati,2022,1.11,6.05,7.59,4.38,Medium,Aging Infrastructure
DR_12960,Sindhudurg,2024,2.96,3.78,4.44,3.58,Medium,Aging Infrastructure
DR_12961,Wardha,2022,5.71,9.42,7.26,7.5,Critical,Industrial Decline
DR_12962,Thane,2020,5.59,5.04,7.4,5.73,High,Aging Infrastructure
DR_12963,Raigad,2024,1.89,8.72,2.32,4.71,Medium,Industrial Decline
DR_12964,Mumbai City,2020,4.57,2.9,6.84,4.35,Medium,Aging Infrastructure
DR_12965,Amravati,2022,6.78,2.81,9.0,5.64,High,Aging Infrastructure
DR_12966,Beed,2022,4.29,2.63,7.45,4.26,Medium,Aging Infrastructure
DR_12967,Dhule,2023,5.58,8.06,8.15,7.09,High,Aging Infrastructure
DR_12968,Chandrapur,2021,5.87,2.98,1.92,3.93,Medium,Groundwater Depletion
DR_12969,Gadchiroli,2024,1.7,9.69,9.93,6.54,High,Aging Infrastructure
DR_12970,Gondia,2021,4.26,8.72,7.28,6.65,High,Inflation Impact
DR_12971,Bhandara,2022,1.5,3.79,6.91,3.5,Medium,Aging Infrastructure
DR_12972,Raigad,2024,3.96,6.78,5.94,5.49,High,Unemployment
DR_12973,Solapur,2023,6.29,5.31,4.96,5.63,High,Drought Susceptibility
DR_12974,Sindhudurg,2021,1.26,6.04,6.66,4.25,Medium,Aging Infrastructure
DR_12975,Nandurbar,2021,3.38,1.17,7.65,3.35,Medium,Aging Infrastructure
DR_12976,Beed,2020,1.91,4.92,6.41,4.01,Medium,Aging Infrastructure
DR_12977,Amravati,2024,6.21,7.07,4.36,6.18,High,Unemployment
DR_12978,Gadchiroli,2022,8.71,3.85,6.76,6.37,High,Drought Susceptibility
DR_12979,Nandurbar,2023,3.91,7.92,6.35,6.0,High,Industrial Decline
DR_12980,Aurangabad,2021,4.63,6.56,3.16,5.11,High,Unemployment
DR_12981,Akola,2020,8.72,10,3.71,8.23,Critical,Industrial Decline
DR_12982,Akola,2023,4.87,8.04,1.78,5.52,High,Unemployment
DR_12983,Nagpur,2020,2.08,8.96,3.35,5.08,High,Industrial Decline
DR_12984,Akola,2022,9.43,3.94,2.96,5.94,High,Drought Susceptibility
DR_12985,Palghar,2021,9.53,7.6,3.99,7.65,Critical,Drought Susceptibility
DR_12986,Sindhudurg,2020,6.19,2.79,4.05,4.4,Medium,Groundwater Depletion
DR_12987,Beed,2021,5.13,1.27,9.72,4.5,Medium,Aging Infrastructure
DR_12988,Mumbai Suburban,2022,3.97,9.34,5.59,6.44,High,Unemployment
DR_12989,Hingoli,2023,9.46,4.61,4.59,6.54,High,Flood Risk
DR_12990,Sangli,2020,4.85,8.17,6.09,6.43,High,Inflation Impact
DR_12991,Solapur,2022,2.17,9.48,2.47,5.15,High,Inflation Impact
DR_12992,Mumbai Suburban,2022,6.68,9.77,4.07,7.39,High,Industrial Decline
DR_12993,Jalna,2020,4.41,6.94,2.85,5.11,High,Industrial Decline
DR_12994,Parbhani,2022,8.68,3.68,2.65,5.48,High,Drought Susceptibility
DR_12995,Sindhudurg,2024,3.84,2.33,6.51,3.77,Medium,Aging Infrastructure
DR_12996,Bhandara,2021,7.61,9.58,4.81,7.83,Critical,Industrial Decline
DR_12997,Gadchiroli,2023,9.03,10,1.33,7.88,Critical,Inflation Impact
DR_12998,Nanded,2022,2.2,1.51,2.79,2.04,Low,Aging Infrastructure
DR_12999,Satara,2022,1.89,6.53,5.49,4.47,Medium,Unemployment
DR_13000,Nashik,2024,9.14,7.35,8.13,8.22,Critical,Groundwater Depletion
DR_13001,Beed,2021,3.03,7.53,4.56,5.13,High,Unemployment
DR_13002,Pune,2020,3.74,7.85,3.91,5.42,High,Unemployment
DR_13003,Solapur,2024,6.91,5.78,3.24,5.72,High,Flood Risk
DR_13004,Palghar,2024,1.7,1.47,2.17,1.7,Low,Aging Infrastructure
DR_13005,Osmanabad,2022,7.61,8.5,9.75,8.39,Critical,Aging Infrastructure
DR_13006,Raigad,2021,4.97,7.44,7.22,6.41,High,Industrial Decline
DR_13007,Kolhapur,2020,6.24,8.18,3.02,6.37,High,Industrial Decline
DR_13008,Solapur,2020,8.6,7.37,2.89,6.97,High,Drought Susceptibility
DR_13009,Nanded,2024,4.56,8.72,6.63,6.64,High,Industrial Decline
DR_13010,Mumbai Suburban,2024,4.56,4.45,4.9,4.58,Medium,Aging Infrastructure
DR_13011,Satara,2024,4.67,1.13,1.55,2.63,Medium,Groundwater Depletion
DR_13012,Bhandara,2020,4.2,4.94,7.07,5.07,High,Aging Infrastructure
DR_13013,Satara,2024,5.15,7.51,8.19,6.7,High,Aging Infrastructure
DR_13014,Sindhudurg,2024,4.55,2.15,1.18,2.91,Medium,Drought Susceptibility
DR_13015,Raigad,2021,8.64,3.97,9.33,6.91,High,Aging Infrastructure
DR_13016,Amravati,2024,3.4,5.92,8.51,5.43,High,Aging Infrastructure
DR_13017,Ahmednagar,2024,4.23,8.74,3.24,5.84,High,Inflation Impact
DR_13018,Dhule,2024,9.36,6.37,1.59,6.61,High,Flood Risk
DR_13019,Bhandara,2021,9.48,10,4.47,8.69,Critical,Inflation Impact
DR_13020,Jalna,2021,1.66,8.06,2.99,4.49,Medium,Inflation Impact
DR_13021,Chandrapur,2024,8.87,5.25,5.3,6.71,High,Flood Risk
DR_13022,Amravati,2024,4.29,8.69,4.43,6.08,High,Unemployment
DR_13023,Solapur,2021,2.41,4.21,8.03,4.25,Medium,Aging Infrastructure
DR_13024,Sindhudurg,2021,2.17,4.28,7.1,4.0,Medium,Aging Infrastructure
DR_13025,Chandrapur,2020,4.96,3.98,9.26,5.43,High,Aging Infrastructure
DR_13026,Pune,2022,2.03,8.47,8.24,5.85,High,Unemployment
DR_13027,Raigad,2021,1.66,4.93,3.72,3.38,Medium,Industrial Decline
DR_13028,Sindhudurg,2021,5.57,8.49,8.12,7.25,High,Unemployment
DR_13029,Thane,2020,8.08,4.05,9.01,6.66,High,Aging Infrastructure
DR_13030,Beed,2024,2.45,2.51,5.81,3.14,Medium,Aging Infrastructure
DR_13031,Mumbai City,2022,3.13,3.16,3.05,3.12,Medium,Inflation Impact
DR_13032,Dhule,2020,3.84,3.64,4.03,3.8,Medium,Aging Infrastructure
DR_13033,Chandrapur,2024,3.92,5.34,9.07,5.52,High,Aging Infrastructure
DR_13034,Ahmednagar,2023,5.13,2.18,1.76,3.27,Medium,Flood Risk
DR_13035,Ahmednagar,2024,1.11,6.15,3.92,3.69,Medium,Unemployment
DR_13036,Parbhani,2023,5.09,3.82,8.73,5.31,High,Aging Infrastructure
DR_13037,Dhule,2020,3.7,9.7,2.5,5.86,High,Unemployment
DR_13038,Bhandara,2022,5.99,7.88,1.03,5.75,High,Unemployment
DR_13039,Aurangabad,2024,2.48,7.22,3.37,4.55,Medium,Inflation Impact
DR_13040,Solapur,2021,4.37,3.04,5.61,4.09,Medium,Aging Infrastructure
DR_13041,Dhule,2021,9.3,9.17,8.53,9.1,Critical,Groundwater Depletion
DR_13042,Nashik,2021,2.21,7.1,3.46,4.42,Medium,Industrial Decline
DR_13043,Thane,2024,8.16,4.33,1.83,5.36,High,Groundwater Depletion
DR_13044,Jalgaon,2024,2.85,3.7,7.83,4.19,Medium,Aging Infrastructure
DR_13045,Gadchiroli,2024,6.1,8.42,1.1,6.03,High,Unemployment
DR_13046,Osmanabad,2021,3.66,8.24,1.85,5.13,High,Unemployment
DR_13047,Beed,2024,1.84,1.74,8.59,3.15,Medium,Aging Infrastructure
DR_13048,Ratnagiri,2024,3.38,2.63,9.03,4.21,Medium,Aging Infrastructure
DR_13049,Osmanabad,2023,7.71,4.26,4.85,5.76,High,Drought Susceptibility
DR_13050,Jalna,2023,6.85,6.52,3.14,5.98,High,Flood Risk
DR_13051,Pune,2020,7.73,9.79,2.91,7.59,Critical,Unemployment
DR_13052,Gondia,2021,1.64,5.51,6.27,4.12,Medium,Aging Infrastructure
DR_13053,Kolhapur,2022,7.43,9.41,9.8,8.7,Critical,Aging Infrastructure
DR_13054,Sangli,2024,5.89,4.02,6.72,5.31,High,Aging Infrastructure
DR_13055,Nashik,2024,3.83,5.28,3.22,4.29,Medium,Inflation Impact
