City,Date,Water_Stress_Index,Availability_Liters_Per_Capita,Demand_Liters_Per_Capita,Groundwater_Level_Meters,Risk_Category
Amravati,2024-08-27,9.0,94,176,74.2,Extremely High
Nandurbar,2024-12-09,3.04,65,146,32.7,Medium
Beed,2025-02-13,9.28,13,122,71.4,Extremely High
Aurangabad,2025-08-20,2.25,124,167,55.8,Low
Satara,2023-05-01,9.58,53,120,42.2,Extremely High
Chandrapur,2023-07-04,4.26,56,157,30.6,Medium
Osmanabad,2024-07-04,2.7,118,129,30.8,Medium
Vasai-Virar,2025-03-11,8.86,29,197,45.5,Extremely High
Sangli,2024-04-17,1.15,81,171,16.0,Low
Washim,2023-02-12,8.73,103,132,43.7,Extremely High
Dhule,2024-01-19,5.34,65,121,57.1,High
Jalgaon,2025-01-13,8.44,24,195,44.8,Extremely High
Jalgaon,2024-04-26,6.28,44,149,28.8,High
Bhandara,2025-02-01,7.68,108,163,52.7,High
Sindhudurg,2023-04-12,9.09,37,195,70.8,Extremely High
Solapur,2025-07-24,8.29,22,172,30.2,Extremely High
Palghar,2025-05-29,5.35,90,120,60.7,High
Hingoli,2025-07-31,4.96,81,140,60.7,Medium
Panvel,2025-10-03,2.4,91,120,44.9,Low
Bhusawal,2025-05-03,9.83,29,169,57.5,Extremely High
Pune,2023-01-02,7.23,50,146,39.8,High
Ahmednagar,2025-10-25,2.5,55,154,52.0,Medium
Mira-Bhayandar,2023-10-05,9.73,24,139,78.9,Extremely High
Bhandara,2024-11-11,5.89,108,157,62.6,High
Palghar,2024-09-22,9.25,93,127,66.3,Extremely High
Wardha,2023-09-01,8.51,16,183,32.3,Extremely High
Latur,2025-01-31,5.63,89,125,65.2,High
Washim,2023-05-11,9.74,96,163,69.8,Extremely High
Dhule,2025-02-27,4.44,46,137,24.8,Medium
Pune,2023-09-16,6.98,63,157,32.0,High
Thane,2023-10-28,2.86,50,115,13.9,Medium
Bhandara,2023-11-18,8.1,82,191,54.0,Extremely High
Akola,2024-09-18,7.04,48,140,41.1,High
Osmanabad,2023-09-09,9.1,13,119,69.1,Extremely High
Satara,2025-06-24,1.58,102,174,28.1,Low
Nandurbar,2023-09-23,9.45,78,188,34.2,Extremely High
Jalgaon,2023-02-28,8.01,26,117,52.0,Extremely High
Nandurbar,2024-10-15,8.13,9,161,35.6,Extremely High
Aurangabad,2024-11-28,3.12,37,165,17.9,Medium
Ichalkaranji,2023-07-20,2.57,106,106,16.0,Medium
Thane,2025-06-15,3.22,36,139,26.1,Medium
Beed,2025-01-10,8.58,15,164,33.7,Extremely High
Ichalkaranji,2023-09-06,4.12,53,152,23.3,Medium
Bhandara,2025-05-11,2.85,38,183,53.9,Medium
Nashik,2023-10-14,8.5,20,172,57.3,Extremely High
Solapur,2023-03-13,3.85,71,139,33.3,Medium
Washim,2023-08-29,9.09,51,127,42.3,Extremely High
Mira-Bhayandar,2023-02-19,2.7,128,174,13.4,Medium
Chandrapur,2025-02-21,3.71,46,111,52.5,Medium
Ahmednagar,2023-03-01,4.94,26,166,46.0,Medium
Thane,2023-07-14,9.84,4,168,73.3,Extremely High
Osmanabad,2024-02-06,6.53,51,131,37.4,High
Washim,2023-06-23,1.53,64,147,31.8,Low
Yavatmal,2023-02-13,4.93,109,131,49.9,Medium
Solapur,2025-12-06,2.08,83,149,22.2,Low
Chandrapur,2024-09-09,8.76,24,160,46.4,Extremely High
Washim,2023-03-02,9.01,68,143,51.1,Extremely High
Mumbai,2024-03-04,3.35,124,148,58.0,Medium
Wardha,2024-07-04,9.86,81,169,51.7,Extremely High
Satara,2023-04-22,3.62,112,169,17.4,Medium
Solapur,2023-07-28,7.48,25,152,65.5,High
Wardha,2024-03-25,6.69,55,144,59.4,High
Parbhani,2025-09-30,1.35,62,140,47.6,Low
Ahmednagar,2023-03-13,6.62,62,156,34.9,High
Amravati,2023-08-22,8.16,93,165,68.7,Extremely High
Chandrapur,2024-11-18,5.46,25,122,30.1,High
Sindhudurg,2023-06-11,3.77,83,122,33.9,Medium
Washim,2025-06-02,8.98,101,136,40.3,Extremely High
Pune,2023-11-25,6.17,70,115,38.9,High
Bhusawal,2023-07-08,9.44,60,164,67.5,Extremely High
Parbhani,2025-09-05,4.25,92,134,60.0,Medium
Thane,2024-02-25,3.71,64,140,33.7,Medium
Bhiwandi,2023-12-08,1.83,63,137,41.5,Low
Nagpur,2025-06-21,1.31,102,108,25.9,Low
Kalyan-Dombivli,2023-05-23,1.76,56,165,36.8,Low
Bhandara,2024-01-12,1.02,123,122,46.6,Low
Kalyan-Dombivli,2023-08-29,6.46,71,174,54.3,High
Hingoli,2023-02-28,3.26,46,166,54.4,Medium
Mumbai,2025-02-21,4.05,39,116,25.2,Medium
Bhandara,2025-10-20,3.54,35,130,27.6,Medium
Gondia,2023-05-02,7.27,94,170,35.1,High
Nanded,2024-09-05,7.98,46,144,32.6,High
Bhandara,2023-11-24,8.9,74,155,76.4,Extremely High
Chandrapur,2025-08-05,5.4,40,142,51.2,High
Ratnagiri,2025-03-05,7.77,44,173,38.8,High
Osmanabad,2025-11-06,8.41,68,166,74.2,Extremely High
Mira-Bhayandar,2023-06-28,8.05,50,159,66.2,Extremely High
Sangli,2023-05-30,9.81,57,164,51.0,Extremely High
Palghar,2025-03-20,6.07,87,190,34.3,High
Navi Mumbai,2025-04-06,2.52,72,165,29.3,Medium
Ratnagiri,2023-07-24,6.35,64,142,62.1,High
Hingoli,2025-06-26,3.71,107,110,58.3,Medium
Ichalkaranji,2025-05-16,5.28,95,156,22.4,High
Nandurbar,2025-02-01,5.27,97,164,49.9,High
Osmanabad,2023-01-27,8.93,5,134,33.3,Extremely High
Palghar,2023-01-21,7.79,33,138,42.8,High
Mumbai,2025-07-13,3.86,116,111,23.6,Medium
Navi Mumbai,2024-01-10,6.25,74,166,50.4,High
Beed,2023-07-26,7.0,99,120,41.9,High
Aurangabad,2024-01-06,2.58,39,114,18.6,Medium
Bhiwandi,2024-08-26,7.51,58,171,54.1,High
Navi Mumbai,2023-08-24,6.24,25,128,29.7,High
Mumbai,2025-12-28,8.1,27,133,52.7,Extremely High
Jalna,2025-02-07,4.91,89,172,44.5,Medium
Malegaon,2025-09-02,4.18,91,112,55.0,Medium
Sangli,2025-01-27,5.06,67,129,42.6,High
Bhandara,2025-01-04,1.22,92,135,34.3,Low
Ambarnath,2023-03-19,3.16,119,157,53.8,Medium
Bhiwandi,2025-10-28,4.77,125,163,47.1,Medium
Gondia,2024-04-12,6.26,78,121,54.2,High
Bhusawal,2025-03-26,2.42,135,183,17.2,Low
Aurangabad,2024-06-25,9.29,68,143,69.5,Extremely High
Nandurbar,2023-10-12,9.71,53,187,59.8,Extremely High
Palghar,2023-04-18,9.01,31,121,55.7,Extremely High
Ulhasnagar,2025-05-03,5.9,69,112,38.3,High
Bhiwandi,2024-07-09,4.88,71,133,26.0,Medium
Satara,2024-07-12,8.02,50,187,36.9,Extremely High
Malegaon,2024-07-18,7.73,20,176,52.8,High
Bhusawal,2024-08-31,4.42,82,174,59.6,Medium
Bhiwandi,2025-05-10,9.08,88,159,68.8,Extremely High
Ambarnath,2025-10-28,2.66,81,150,25.6,Medium
Nagpur,2024-01-31,2.68,83,121,27.1,Medium
Dhule,2023-03-19,3.34,125,151,54.0,Medium
Pune,2025-01-19,2.61,88,134,29.3,Medium
Latur,2024-01-22,8.15,60,116,49.9,Extremely High
Nandurbar,2025-02-25,8.28,22,146,50.1,Extremely High
Wardha,2023-06-19,5.86,79,151,30.9,High
Mira-Bhayandar,2025-03-22,2.67,132,133,33.0,Medium
Chandrapur,2025-11-11,5.64,36,144,64.9,High
Solapur,2024-09-11,9.09,85,182,48.2,Extremely High
Akola,2025-12-11,5.57,100,150,62.9,High
Yavatmal,2023-07-16,6.54,51,124,50.1,High
Satara,2024-02-17,3.61,126,186,19.0,Medium
Bhusawal,2023-07-19,3.09,89,178,47.2,Medium
Mumbai,2023-11-23,5.18,30,165,64.1,High
Amravati,2025-03-29,1.06,77,155,42.4,Low
Kalyan-Dombivli,2023-02-12,4.51,80,175,50.2,Medium
Aurangabad,2024-04-14,7.13,35,120,27.2,High
Pune,2025-07-10,5.24,37,122,24.8,High
Ambarnath,2024-06-11,1.33,51,137,41.3,Low
Beed,2024-04-04,9.69,74,140,73.4,Extremely High
Chandrapur,2025-08-26,8.34,58,180,71.0,Extremely High
Mira-Bhayandar,2025-10-12,5.77,80,135,32.7,High
Gondia,2023-10-20,1.83,139,166,46.2,Low
Vasai-Virar,2025-04-16,1.31,126,143,29.9,Low
Kolhapur,2023-04-02,8.31,58,152,59.2,Extremely High
Gondia,2024-12-07,8.54,74,195,34.7,Extremely High
Vasai-Virar,2024-06-11,3.34,100,114,50.6,Medium
Vasai-Virar,2024-05-04,8.78,84,171,52.1,Extremely High
Panvel,2025-07-29,5.33,63,172,35.4,High
Nandurbar,2024-09-08,5.22,64,177,44.9,High
Beed,2023-11-13,7.03,55,135,66.8,High
Aurangabad,2023-11-09,1.09,138,151,29.1,Low
Ambarnath,2025-08-23,7.9,76,146,40.1,High
Nagpur,2025-06-10,8.61,44,145,43.3,Extremely High
Akola,2025-02-09,7.86,50,192,44.9,High
Parbhani,2023-01-22,4.03,30,110,59.0,Medium
Kolhapur,2025-03-23,7.67,26,188,51.7,High
Amravati,2023-01-22,3.59,126,176,29.9,Medium
Parbhani,2025-06-01,2.9,81,167,47.8,Medium
Chandrapur,2023-05-03,2.86,120,167,52.6,Medium
Vasai-Virar,2023-05-26,6.88,68,153,44.6,High
Wardha,2024-06-26,5.39,40,180,44.4,High
Nashik,2024-05-16,8.51,31,138,50.4,Extremely High
Parbhani,2024-03-28,5.48,49,180,40.5,High
Satara,2024-06-26,7.33,39,144,71.6,High
Mumbai,2025-11-29,2.37,66,145,55.9,Low
Beed,2023-07-26,4.43,51,175,28.8,Medium
Beed,2023-06-03,4.81,45,142,52.0,Medium
Nandurbar,2024-06-18,9.77,60,130,56.7,Extremely High
Malegaon,2023-05-11,1.08,58,174,37.8,Low
Nanded,2023-09-10,8.6,28,181,70.7,Extremely High
Latur,2025-03-13,6.55,105,147,31.0,High
Wardha,2025-06-03,1.76,118,131,27.6,Low
Hingoli,2025-06-22,2.03,138,109,37.2,Low
Sindhudurg,2023-08-30,7.11,23,183,57.7,High
Jalna,2023-10-10,9.78,62,194,77.0,Extremely High
Hingoli,2023-03-24,3.81,63,158,35.2,Medium
Bhiwandi,2024-08-29,9.0,93,165,32.3,Extremely High
Latur,2023-04-20,5.07,30,162,22.5,High
Thane,2023-10-07,9.67,5,196,72.3,Extremely High
Bhusawal,2024-12-11,1.58,64,140,30.4,Low
Nandurbar,2025-10-14,8.13,88,152,62.3,Extremely High
Malegaon,2024-03-27,8.94,95,133,42.5,Extremely High
Ratnagiri,2023-12-28,2.88,79,174,24.7,Medium
Aurangabad,2024-02-29,1.08,144,109,43.7,Low
Akola,2025-08-01,3.13,126,137,49.6,Medium
Hingoli,2024-03-07,2.8,70,153,49.0,Medium
Akola,2024-05-21,2.8,82,150,52.2,Medium
Ratnagiri,2024-09-14,2.78,108,117,57.5,Medium
Panvel,2024-02-26,4.84,64,146,25.9,Medium
Kolhapur,2023-05-28,2.07,53,138,11.5,Low
Kalyan-Dombivli,2024-09-25,8.66,35,159,65.8,Extremely High
Vasai-Virar,2024-10-21,2.5,123,128,35.4,Medium
Mira-Bhayandar,2023-09-04,2.15,117,115,34.3,Low
Nagpur,2025-04-14,6.75,105,148,30.1,High
Solapur,2025-03-02,3.74,45,177,54.9,Medium
Mumbai,2023-12-01,7.02,56,139,69.7,High
Bhandara,2025-03-20,9.75,68,190,34.7,Extremely High
Jalna,2025-12-12,4.33,93,129,24.2,Medium
Aurangabad,2025-02-21,4.38,106,146,25.5,Medium
Aurangabad,2024-09-24,9.35,32,185,75.3,Extremely High
Bhusawal,2023-12-25,9.75,79,139,76.0,Extremely High
Ichalkaranji,2023-01-26,8.09,43,140,32.3,Extremely High
Washim,2025-12-10,2.81,110,117,42.8,Medium
Sangli,2024-07-03,6.89,66,170,27.6,High
Nanded,2023-06-01,4.96,121,113,47.2,Medium
Navi Mumbai,2024-02-03,9.81,45,158,73.1,Extremely High
Thane,2023-06-30,8.38,57,137,63.1,Extremely High
Dhule,2024-01-07,6.44,95,165,66.5,High
Dhule,2025-03-05,3.82,91,183,39.8,Medium
Akola,2023-06-25,3.78,121,135,42.4,Medium
Washim,2023-05-23,6.09,93,183,48.4,High
Sindhudurg,2024-08-02,2.42,41,155,23.2,Low
Hingoli,2023-11-22,8.52,18,174,46.0,Extremely High
Kolhapur,2024-07-06,2.6,98,140,19.8,Medium
Amravati,2025-09-04,2.12,115,117,17.7,Low
Kolhapur,2023-12-27,2.88,117,165,19.6,Medium
Aurangabad,2025-02-15,5.61,22,134,39.0,High
Bhiwandi,2024-02-10,9.63,45,165,41.4,Extremely High
Palghar,2023-07-02,3.17,83,151,16.9,Medium
Amravati,2023-04-06,7.61,86,139,32.6,High
Aurangabad,2023-11-30,2.23,131,109,18.0,Low
Bhiwandi,2023-06-02,6.59,96,155,54.8,High
Chandrapur,2023-09-23,2.06,53,113,45.0,Low
Thane,2025-02-27,7.39,22,157,33.8,High
Washim,2024-03-09,7.94,36,149,49.4,High
Ichalkaranji,2024-03-14,5.6,100,125,50.3,High
Mira-Bhayandar,2023-05-31,7.33,31,168,69.0,High
Bhiwandi,2024-12-29,1.92,79,166,31.5,Low
Latur,2024-06-14,2.9,44,125,41.0,Medium
Kalyan-Dombivli,2024-04-22,9.56,24,130,53.1,Extremely High
Kolhapur,2024-05-09,7.64,47,190,59.0,High
Ichalkaranji,2023-01-13,6.28,70,186,52.5,High
Akola,2024-03-28,7.2,66,157,34.5,High
Gondia,2023-07-22,5.31,52,123,28.1,High
Mira-Bhayandar,2023-05-28,8.47,28,118,53.4,Extremely High
Vasai-Virar,2024-01-10,8.53,65,172,52.2,Extremely High
Dhule,2025-12-14,5.78,40,180,36.3,High
Akola,2023-12-25,4.17,124,138,30.7,Medium
Amravati,2023-05-11,8.01,73,172,39.8,Extremely High
Pune,2025-12-26,9.38,44,153,34.4,Extremely High
Bhandara,2024-08-18,8.04,67,126,36.3,Extremely High
Mumbai,2024-06-05,6.49,20,136,35.3,High
Bhandara,2024-01-14,3.78,46,143,47.3,Medium
Jalgaon,2024-05-07,5.65,26,158,27.6,High
Kolhapur,2025-12-12,9.6,11,186,52.0,Extremely High
Latur,2025-01-28,8.52,85,125,54.5,Extremely High
Yavatmal,2024-06-13,7.69,32,192,69.5,High
Latur,2024-04-03,3.66,36,166,37.8,Medium
Ulhasnagar,2025-02-17,3.06,96,128,36.4,Medium
Pune,2025-02-12,2.02,88,140,24.0,Low
Amravati,2023-04-25,5.61,33,144,47.1,High
Jalgaon,2024-08-10,3.21,133,137,25.8,Medium
Amravati,2024-08-22,3.57,87,163,31.7,Medium
Jalna,2024-06-20,1.71,122,127,30.5,Low
Amravati,2023-06-24,1.79,112,147,30.2,Low
Jalgaon,2024-03-13,5.07,102,150,30.4,High
Ichalkaranji,2025-10-07,6.8,110,163,26.6,High
Palghar,2023-01-12,9.67,34,137,45.5,Extremely High
Bhiwandi,2023-11-04,2.59,49,126,17.9,Medium
Mumbai,2024-07-11,7.03,56,148,48.9,High
Ahmednagar,2025-09-14,4.33,80,177,24.1,Medium
Sindhudurg,2023-06-22,1.05,140,141,15.2,Low
Ulhasnagar,2025-04-10,9.06,18,179,45.6,Extremely High
Nagpur,2023-10-13,1.75,85,159,44.6,Low
Gondia,2024-02-09,5.58,27,151,63.1,High
Osmanabad,2023-12-22,3.89,75,143,19.4,Medium
Satara,2023-11-28,6.35,71,174,53.9,High
Ambarnath,2024-07-27,4.93,44,114,25.9,Medium
Ahmednagar,2024-12-25,5.2,63,142,51.5,High
Dhule,2025-06-14,2.39,104,151,56.0,Low
Washim,2025-04-07,3.41,38,178,32.5,Medium
Sindhudurg,2025-03-21,9.06,103,191,52.6,Extremely High
Bhandara,2023-08-05,3.71,93,146,42.7,Medium
Nagpur,2023-12-07,7.19,48,188,59.0,High
Bhandara,2024-01-20,7.72,35,143,37.3,High
Ambarnath,2025-02-28,7.22,43,173,38.9,High
Gondia,2023-01-27,6.98,36,161,51.7,High
Bhandara,2024-09-22,7.45,28,182,30.4,High
Beed,2025-12-19,3.66,86,140,20.9,Medium
Gondia,2023-12-11,1.11,142,174,43.6,Low
Palghar,2024-03-01,9.81,31,181,74.0,Extremely High
Mira-Bhayandar,2025-05-23,4.99,80,172,64.4,Medium
Mumbai,2023-03-08,3.22,40,162,35.7,Medium
Bhiwandi,2024-08-14,4.36,81,188,43.3,Medium
Sindhudurg,2024-03-13,8.1,9,155,47.9,Extremely High
Ahmednagar,2024-11-20,3.46,45,138,26.6,Medium
Chandrapur,2025-11-11,6.25,48,159,39.3,High
Dhule,2023-10-24,8.98,7,188,39.2,Extremely High
Dhule,2025-05-20,5.48,96,130,37.3,High
Bhandara,2024-07-03,4.54,30,138,33.3,Medium
Ratnagiri,2023-12-10,3.08,107,180,24.9,Medium
Bhusawal,2023-01-23,5.45,61,122,42.7,High
Ichalkaranji,2024-11-22,6.4,67,176,62.1,High
Nandurbar,2023-09-09,7.92,13,148,58.2,High
Nashik,2025-11-29,6.81,76,151,49.3,High
Gondia,2025-05-26,8.21,22,165,50.0,Extremely High
Thane,2024-08-20,2.86,116,177,44.0,Medium
Ulhasnagar,2025-06-17,6.44,36,118,60.4,High
Nandurbar,2023-12-02,3.73,37,184,16.6,Medium
Ulhasnagar,2023-08-09,1.56,126,127,21.1,Low
Ichalkaranji,2024-07-11,5.39,48,141,34.8,High
Panvel,2024-12-02,6.13,85,157,58.3,High
Yavatmal,2023-02-20,5.61,91,164,44.2,High
Beed,2025-09-27,6.59,23,136,44.3,High
Latur,2023-02-06,7.87,68,184,59.7,High
Beed,2025-08-30,5.59,100,190,29.2,High
Mumbai,2024-09-13,5.88,119,118,33.3,High
Bhiwandi,2024-12-25,7.99,67,119,43.5,High
Aurangabad,2025-12-24,2.53,87,184,27.9,Medium
Bhusawal,2025-03-24,6.1,37,174,31.0,High
Nagpur,2025-02-13,3.81,109,114,48.1,Medium
Nashik,2025-01-21,1.38,113,154,14.7,Low
Kalyan-Dombivli,2024-05-01,1.18,89,149,14.4,Low
Latur,2025-04-27,5.62,81,143,29.1,High
Bhusawal,2024-09-26,4.78,28,109,34.8,Medium
Vasai-Virar,2024-05-08,9.32,71,191,46.4,Extremely High
Jalna,2024-11-02,9.87,92,133,42.9,Extremely High
Ichalkaranji,2025-05-22,2.56,59,116,52.7,Medium
Mumbai,2024-01-28,4.22,68,152,37.9,Medium
Gondia,2024-06-06,5.9,36,124,37.2,High
Solapur,2024-04-17,6.37,42,116,50.8,High
Amravati,2024-11-02,4.36,96,137,58.4,Medium
Osmanabad,2023-01-24,2.26,93,118,34.1,Low
Sindhudurg,2025-03-31,7.69,72,162,67.3,High
Malegaon,2025-11-10,3.66,121,129,53.9,Medium
Bhusawal,2025-07-26,2.39,117,165,37.2,Low
Kolhapur,2024-06-28,2.05,123,120,34.1,Low
Pune,2023-06-17,6.53,58,137,58.8,High
Nagpur,2023-10-11,6.35,101,162,32.6,High
Bhiwandi,2024-06-22,2.26,123,180,21.9,Low
Osmanabad,2024-11-15,8.9,78,172,69.5,Extremely High
Mumbai,2023-08-19,2.4,95,120,34.6,Low
Latur,2024-11-11,1.67,133,170,16.7,Low
Bhiwandi,2023-11-24,7.67,34,133,69.5,High
Thane,2025-03-26,4.55,34,116,63.1,Medium
Bhiwandi,2024-08-19,7.9,43,182,57.2,High
Kolhapur,2023-01-01,9.05,75,141,68.8,Extremely High
Sindhudurg,2025-01-02,4.41,103,133,37.0,Medium
Aurangabad,2023-05-12,4.88,68,122,29.6,Medium
Ratnagiri,2024-07-10,1.5,140,152,14.4,Low
Yavatmal,2024-01-13,8.53,38,175,69.7,Extremely High
Aurangabad,2024-08-31,4.39,56,181,18.6,Medium
Bhandara,2025-06-15,5.84,38,124,32.5,High
Panvel,2024-05-25,8.24,106,138,34.4,Extremely High
Mira-Bhayandar,2025-09-29,2.4,66,177,44.2,Low
Osmanabad,2023-10-28,5.16,90,181,31.0,High
Nagpur,2024-04-02,9.56,41,136,69.0,Extremely High
Malegaon,2025-03-11,8.52,106,166,48.6,Extremely High
Malegaon,2023-10-12,7.03,68,119,58.2,High
Vasai-Virar,2023-08-12,4.57,125,159,47.3,Medium
Osmanabad,2025-02-09,2.42,110,168,44.5,Low
Chandrapur,2024-02-25,8.57,28,186,74.5,Extremely High
Nandurbar,2023-05-27,5.24,63,124,28.5,High
Kolhapur,2023-08-02,7.3,80,189,54.6,High
Bhusawal,2023-03-15,5.7,28,146,46.9,High
Bhiwandi,2025-04-18,5.11,73,189,23.3,High
Ichalkaranji,2023-06-08,3.73,126,152,37.1,Medium
Ichalkaranji,2024-10-09,1.65,62,124,32.2,Low
Beed,2024-07-21,2.66,42,157,22.9,Medium
Jalna,2025-01-23,6.27,45,139,48.6,High
Bhandara,2025-05-06,3.95,87,138,53.2,Medium
Yavatmal,2025-12-10,2.93,54,158,31.1,Medium
Satara,2023-10-27,8.68,78,189,62.3,Extremely High
Parbhani,2023-11-17,4.5,58,158,53.3,Medium
Washim,2025-08-29,3.04,65,144,27.3,Medium
Mira-Bhayandar,2024-10-15,8.91,81,124,45.9,Extremely High
Nanded,2025-09-18,2.76,110,109,33.5,Medium
Chandrapur,2023-07-17,7.1,86,122,47.4,High
Beed,2024-09-13,9.14,57,189,71.9,Extremely High
Sangli,2025-02-09,3.13,129,138,48.9,Medium
Malegaon,2023-10-02,7.06,99,158,44.1,High
Amravati,2023-10-11,6.01,57,141,67.9,High
Mumbai,2023-09-01,4.89,34,183,32.1,Medium
Ulhasnagar,2024-07-04,2.89,54,109,39.3,Medium
Thane,2024-01-03,7.0,91,165,68.7,High
Wardha,2025-02-21,7.59,42,152,51.9,High
Ratnagiri,2024-11-17,4.24,118,169,52.6,Medium
Akola,2025-12-05,4.25,115,181,53.0,Medium
Latur,2025-01-10,6.66,75,154,31.3,High
Solapur,2023-03-16,3.68,125,119,35.5,Medium
Ulhasnagar,2024-04-26,6.91,78,164,58.8,High
Ratnagiri,2025-05-18,6.75,75,128,41.9,High
Ulhasnagar,2023-06-19,9.13,63,188,51.6,Extremely High
Mumbai,2023-10-30,4.9,92,159,30.7,Medium
Hingoli,2024-12-10,3.26,105,130,56.9,Medium
Navi Mumbai,2024-01-17,4.84,107,145,36.3,Medium
Nagpur,2023-07-29,1.42,69,110,12.8,Low
Sangli,2024-05-02,1.86,52,143,38.9,Low
Mira-Bhayandar,2025-02-11,6.53,55,182,58.9,High
Pune,2023-12-24,2.74,92,145,40.4,Medium
Ratnagiri,2024-10-29,6.17,105,144,58.2,High
Washim,2025-12-31,7.65,48,167,72.3,High
Latur,2024-06-17,5.1,38,134,24.5,High
Latur,2024-01-25,1.27,88,182,45.8,Low
Beed,2023-02-07,9.35,43,164,46.2,Extremely High
Kolhapur,2025-02-06,6.92,99,188,33.1,High
Parbhani,2024-10-13,7.77,58,161,48.7,High
Sindhudurg,2024-02-21,7.45,69,146,64.8,High
Bhiwandi,2023-03-15,3.79,84,183,41.8,Medium
Solapur,2023-07-08,8.15,66,118,58.0,Extremely High
Sindhudurg,2024-04-21,7.94,24,182,54.2,High
Malegaon,2024-08-14,2.53,46,171,42.1,Medium
Dhule,2024-10-01,7.03,31,177,43.0,High
Sindhudurg,2024-08-01,3.37,130,116,46.8,Medium
Kolhapur,2023-08-05,2.74,65,171,53.0,Medium
Bhiwandi,2025-01-10,7.11,14,163,41.7,High
Malegaon,2024-02-16,5.29,114,122,45.7,High
Nashik,2025-11-03,8.96,30,168,33.8,Extremely High
Dhule,2024-12-19,2.74,103,161,51.6,Medium
Palghar,2025-12-23,7.25,32,160,46.6,High
Beed,2023-10-01,1.65,100,169,22.0,Low
Malegaon,2023-01-07,2.76,69,165,40.7,Medium
Dhule,2025-09-22,5.35,59,149,22.9,High
Bhiwandi,2024-02-26,8.82,8,174,66.0,Extremely High
Thane,2023-10-26,9.46,10,190,50.9,Extremely High
Beed,2023-04-14,2.4,67,178,13.2,Low
Nanded,2024-05-27,5.43,31,115,37.3,High
Chandrapur,2024-01-14,8.47,52,124,48.9,Extremely High
Aurangabad,2023-08-14,2.8,99,120,15.7,Medium
Ichalkaranji,2023-02-10,6.49,110,118,55.9,High
Kolhapur,2024-11-16,4.89,68,118,43.0,Medium
Parbhani,2025-08-15,2.18,51,133,43.2,Low
Bhiwandi,2023-06-01,9.65,22,155,71.4,Extremely High
Vasai-Virar,2024-02-10,8.44,32,156,36.9,Extremely High
Kalyan-Dombivli,2023-10-30,1.55,127,112,46.1,Low
Nandurbar,2025-02-05,3.77,50,179,31.0,Medium
Ahmednagar,2025-10-07,4.56,72,125,60.5,Medium
Nagpur,2025-05-18,5.44,118,125,41.1,High
Mira-Bhayandar,2025-03-03,6.3,45,124,63.9,High
Navi Mumbai,2025-04-11,6.53,78,188,39.1,High
Bhandara,2024-07-26,1.86,41,112,52.5,Low
Sangli,2023-09-05,6.54,19,124,29.3,High
Solapur,2023-03-14,7.04,36,170,69.1,High
Thane,2023-02-11,3.9,47,172,57.9,Medium
Ahmednagar,2025-09-16,3.84,66,114,48.8,Medium
Nandurbar,2025-01-05,6.27,79,171,61.1,High
Ulhasnagar,2023-03-03,2.6,49,169,47.5,Medium
Satara,2025-01-26,6.17,92,122,29.0,High
Bhiwandi,2024-07-01,1.45,117,161,37.9,Low
Mumbai,2025-10-10,5.03,42,183,36.9,High
Dhule,2024-01-30,1.7,131,145,15.9,Low
Akola,2023-12-18,3.87,72,119,48.4,Medium
Kolhapur,2023-07-19,2.31,42,138,18.6,Low
Sangli,2024-05-29,1.34,127,140,18.6,Low
Sindhudurg,2025-12-03,2.73,125,124,27.8,Medium
Dhule,2025-11-16,6.26,38,151,38.3,High
Wardha,2024-01-23,7.5,63,175,53.1,High
Mumbai,2024-04-14,4.0,59,179,23.2,Medium
Ahmednagar,2024-04-14,2.31,113,159,15.5,Low
Hingoli,2025-04-22,2.14,110,155,36.6,Low
Navi Mumbai,2024-08-19,6.41,84,158,43.7,High
Kalyan-Dombivli,2024-04-20,9.79,67,148,69.9,Extremely High
Bhiwandi,2024-04-16,4.84,97,137,23.9,Medium
Washim,2023-08-02,1.25,101,179,49.0,Low
Sindhudurg,2023-11-13,3.33,62,120,35.1,Medium
Mumbai,2025-04-18,1.2,143,141,22.3,Low
Nanded,2025-07-12,1.56,99,148,40.8,Low
Kalyan-Dombivli,2023-10-03,9.45,20,167,46.2,Extremely High
Osmanabad,2025-12-25,6.74,112,144,68.6,High
Bhiwandi,2024-06-09,6.64,108,163,60.0,High
Jalgaon,2023-06-27,3.18,34,108,26.2,Medium
Nanded,2025-06-30,5.16,65,166,42.8,High
Nashik,2024-05-25,8.47,16,165,60.4,Extremely High
Solapur,2023-05-06,3.72,49,128,33.8,Medium
Chandrapur,2025-03-27,6.55,54,118,37.3,High
Beed,2023-12-22,2.8,115,164,32.1,Medium
Bhusawal,2025-03-22,6.82,71,119,61.9,High
Malegaon,2024-12-28,7.29,15,189,63.9,High
Ambarnath,2025-03-15,9.64,90,176,43.4,Extremely High
Panvel,2025-07-01,2.12,48,126,24.3,Low
Dhule,2024-07-08,7.67,45,153,59.0,High
Gondia,2024-11-04,4.82,61,175,46.9,Medium
Satara,2024-10-12,2.67,52,161,20.2,Medium
Jalna,2024-10-30,6.38,23,146,31.3,High
Malegaon,2023-06-18,2.44,71,143,36.6,Low
Yavatmal,2025-06-12,2.27,92,124,47.8,Low
Bhandara,2024-05-03,7.4,28,162,43.1,High
Jalgaon,2025-06-26,8.09,9,195,60.7,Extremely High
